message,table
"[양산시청]코로나19 확산방지를 위해 행사,모임,다중이용시설 방문 자제 및 마스크 착용 등 개인방역수칙 준수와 한글날 집회 참석을 자제하여 주시기 바랍니다. ",PD
"[고흥군청] 연휴 기간 타지역 방문 자제, 한글날 집회 참석을 삼가하시고 코로나19 예방을 위해 마스크 착용과 개인 방역수칙을 준수하여 주시기 바랍니다. ",PD
"[창원시청] 10월 9일 한글날 집회 참석을 자제하고, 마스크 착용 등 방역수칙을 준수하여 주시기 바랍니다. 코로나19 확산을 막고 모두의 건강을 지킵시다. ",PD
"[청주시청] 마스크가 최고의 백신입니다. 관광·행사·모임 자제 / 마스크 착용, 손 씻기 등 방역수칙 준수 / 코로나19 증상 발현 시 신속 검사 바랍니다. ",PD
[보령시청] 대전 확진자 방문에 따른 접촉자 시설격리중/소독완료/올바른 마스크 착용으로 코로나19 예방에 적극 동참해주세요. ,PD
"[사상구청] 사상구 코로나19 확진자 1명 발생, 역학조사 후 동선 있을 시 공개예정이오니, 손씻기, 마스크착용 등 생활방역수칙 준수바랍니다. ",PD
"[금정구청]코로나19확진자 1명 발생(부산-469), 동선은 역학조사후 공개예정이며, 마스크착용 등 철저한 생활방역수칙 준수바랍니다. ",PD
[부여군청]연휴기간 코로나19 확산방지를 위하여▲지역간 이동·외출·소모임 자제▲마스크착용·손씻기 등 방역수칙 준수▲발열·기침·인후통 등 증상시 보건소 상담바랍니다 ,PD
[관악구청] 코로나 확진자 4명 추가 발생 및 우리구 확진자 역학조사결과 공개 자세한 내용은 블로그 참고바랍니다. blog.naver.com/gwanak_gu ,PD
[무주군청] 코로나19▲한글날 수도권 불법집회 참석 금지▲주말 비대면 종교활동 권장▲사람 많은 곳 피하기▲마스크 착용과 손 자주 씻기▲방역수칙 준수바랍니다. ,PD
"[부산진구청]10월8일 부산진구 코로나19 확진자3명 발생, 동선 확인 중이며, 사람많은 곳 방문자제 및 마스크 꼭 착용바랍니다. ",PD
[안동시청] 코로나19 확산방지를 위해 행사·모임·다중이용시설 방문 자제 및 마스크 착용 등 개인방역수칙 준수와 한글날 집회 참석을 자제하여 주시기 바랍니다. ,PD
[고령군청]코로나19 확산방지를 위해 주말 행사·모임·다중이용시설방문 자제 및 마스크 착용 등 개인방역수칙 준수와 한글날 집회 참석을 삼가하여 주시기 바랍니다. ,PD
"[진도군청]연휴기간 코로나19 확산방지를 위하여▲타지역 이동·외출·소모임 자제▲마스크 착용▲손씻기 철저▲증상 시 외출자제, 보건소(540-6074) 상담바랍니다. ",PD
"[나주시청] 코로나19 예방을 위해 연휴기간 집회 참석을 자제하여주시고, 방역수칙 준수, 실내외에서 반드시 마스크 착용바랍니다. ",PD
"[양산시청]코로나19 예방을 위해 10.9.(금) 수도권 한글날 집회 참여자제요청, 위반시 방역비용 구상 청구 될 수 있음을 알려드립니다. ",PD
"[칠곡군청] 코로나19 확산 방지를 위해 한글날 집회 참석을 자제하여 주시고, 마스크 착용, 거리두기, 손씻기 등 개인 방역수칙을 준수하여 주시기 바랍니다. ",PD
"[전라북도청] 코로나19 확산방지를 위해 한글날 불법집회에 참석하지 말아주시기 바라며, 참석시 3백만원 이하의 벌금과 지역내 전파시 구상권을 청구할 계획입니다. ",PD
[동대문구청]구민 여러분! 확진자 발생이 연일 계속되고 있습니다. 우리의 안전과 건강을 위해 코로나19 예방수칙을 필히 준수하여 주실 것을 간곡히 부탁드립니다. ,PD
"[양산시청]부산코로나19 확진자 관련, 9월이후 자택에서 부산간호조무사에게 영양수액 등 주사를 맞은 분은 보건소(392-5220)문의바랍니다. ",PD
"[영주시청]위기가구긴급생계지원안내①대상:코로나19로 소득25％이상감소,기준중위소득75％이하,재산3.5억원이하가구(제외-생계수급,구직급여,타 코로나19피해지원가구) ",PD
"[성동구청] 10. 8.(목) 확진자 3명 발생(126번~128번,행당2동, 125번 동거가족) 상세내용 / 코로나19 관련 문자 신청 c19.sd.go.kr ",PD
"[남양주시청]10.8.(목) 화도읍 1명, 다산2동 1명 코로나19 확진. 이동동선은 홈페이지, 블로그 참고바랍니다. c11.kr/ifzf ",PD
"[송파구청]10.8(목) 20시30분 현재 코로나19확진자 1명 추가발생, 역학조사 진행중. 세부내용은 홈페이지(songpa.go.kr)를 참고바랍니다. ",PD
[청주시청] 코로나19 확진자 발생[청주 85번(78번 확진자 접촉)]. 자가격리 중 확진되어 별도 이동 동선 및 접촉자는 없습니다. ,PD
"[의정부시청]코로나19 확진자 2명(208번~209번)발생【호원2동1명, 호원2동 마스터플러스병원1명】확진자동선 등은 시홈페이지 및 블로그에 공개할 예정입니다. ",PD
[전남도청] 도민의 생명과 안전을 위해 불법집회 참석을 삼가해 주세요. 집회참석으로 인한 코로나19 지역 감염 시 치료비와 모든 사회적 비용을 청구할 계획입니다. ,PD
[경주시청]코로나19 확산방지를 위해 연휴기간 외출·모임·한글날집회 참석자제 및 마스크착용 등 개인방역수칙을 준수 바랍니다. ※각 가정 태극기 게양 동참 바랍니다 ,PD
"[영광군청] 서울,경기도 등 전국에서 코로나19 확진자 다수발생, 한글날 불법집회 참석을 삼가시고, 환기및 소독 실시, 실내외에서 마스크를 반드시 착용 바랍니다. ",PD
"[광양시청] 코로나19 예방을 위해 연휴기간 수도권 불법집회 참석 자제 및 다중이용시설 방문 자제, 마스크 착용, 손씻기 등 방역수칙 준수 바랍니다. ",PD
"[남해군청] 코로나19 예방을 위해 연휴기간 타지역 방문 자제, 한글날 집회 참석을 삼가해 주시고, 개인 방역수칙을 준수하여 주시기 바랍니다. ",PD
"[고령군청]코로나19 예방을 위해 연휴기간 타지역 방문자제, 한글날 집회 참석을 삼가해 주시고, 마스크 착용 손씻기 등 개인 방역수칙을 준수하여 주시기 바랍니다. ",PD
[순창군청] 오늘 한글날 서울집회 등 불법집회 참가 자제 및 코로나19 예방을 위해 집에 머무르시기 바라며 불가피한 외출시 꼭 마스크 착용 바랍니다. ,PD
"[경상북도청] 코로나19 확산방지를 위해 한글날 집회 참석 자제, 밀폐·밀집·밀접된 장소 방문 자제, 마스크 착용이 최고의 방역입니다. ",PD
"[강진군청]목포에서 코로나19 확진자 발생.타지역 방문,여행,모임,외출을 자제하고,실내.외 항상 마스크 착용,사람간 접촉 최소화등 방역수칙을 준수하시기 바랍니다. ",PD
"[해남군청] 주말연휴 외출 자제와 불가피한 외출시 반드시 마스크 착용 바라며, 한글날 집회 참석으로 인한 코로나19 지역 전파시 구상권이 청구됨을 알려드립니다. ",PD
[의정부시청]코로나19 확진자 1명(210번) 발생【호원2동 마스터플러스병원】확진자 동선 등은 시 홈페이지 및 블로그에 공개할 예정입니다. ,PD
"[목포시청]코로나19 10.8. 20:40 확진자 1명 발생, 접촉자 42명 검체검사 실시, 이용시설 방역소독 완료, 이동경로는 시 홈페이지와 SNS 참고바랍니다 ",PD
"[미추홀구청] 코로나19 확진자 1명 발생(용현5동), 세부내용은 홈페이지 게시하였습니다. http://michu.incheon.kr/corona ",PD
"[김해시청] 부산시 코로나19 확진자 관련, 9월 이후 자택에서 부산간호조무사에게 영양수액 등 주사를 맞은 분은 즉시 보건소(330-4481)로 문의바랍니다. ",PD
"[해남군청] 목포지역 코로나19 확진자 1명 발생. 주말 목포 및 타지역 방문 자제바라며, 불가피한 타지역 방문 시 반드시 마스크 착용과 방역수칙 준수 바랍니다. ",PD
[영등포구청] 코로나 구민확진자 1명 발생[196번째(완치171명/치료중25명)] 역학조사 후 동선공개 예정. 구청홈페이지 확인바랍니다. ☞ ydp.go.kr ,PD
[부평구청] 코로나19 확진환자 1명 발생(십정1동). 방역 및 역학조사 중. 세부내용은 블로그 참고바랍니다. blog.naver.com/withbupyeong ,PD
"[서산시청] 코로나19 서산 26번 확진자 발생. 해외입국내국인 자가격리중 확진. 접촉자 2명(가족) 검사중이며, 이동동선은 없습니다. ",PD
"[목포시청] 코로나19 15번 확진자(14번 확진자 동거가족)발생, 거주 APT 주민 30세대에 대해 오후 2시까지 검사 안내하였습니다. ",PD
"[완도군청]목포시 코로나19 확진자2명 발생. 군민께서는 타지역 방문을 자제 바라며, 코로나19 의심증상 발생 시 보건의료원(550-6767)으로 상담 바랍니다. ",PD
[무안군청] 인근지역 코로나19 확진자 1명 발생. 타지역 방문 자제바라며 불가피한 타지역 방문 시 마스크착용 등 방역수칙을 준수하시기 바랍니다. ,PD
"[연수구청] 코로나19 확진자1명(자가격리자)발생(청학동), 방역 및 역학조사 후 이동경로 등 홈페이지및블로그 게시예정입니다. reurl.kr/3379A999FV ",PD
"[곡성군청]목포지역 코로나19 확진자 1명 발생. 주말 타지역 방문 및 불요불급한 외출자제, 부득이 외출시 반드시 마스크 착용과 방역수칙 준수 바랍니다. ",PD
[신안군청] 인근 지역 코로나19 확진자 1명 발생 외출 자제 및 마스크 착용 등 방역수칙 준수 바랍니다. ,PD
"[완도군청]코로나19 예방 위해 결혼식장 타 지역 방문 자제 요청. 피로연 축소 또는 생략, 식사 대신 답례품 활용 등 결혼을 앞둔 예비부부들의 협조 바랍니다. ",PD
[익산시청] 코로나 19 확산 방지를 위해 우리 모두 마스크 필수착용! 방역수칙 준수로 코로나19 물러가라 운동에 동참해주세요 ,PD
[안양시청] 209번 확진자 역학조사 완료. blog.anyang.go.kr/222111052960 발열 등 코로나19 의심증상 발현시 1339나 관할보건소 문의 ,PD
"[해남군청] 목포 코로나19 확진자 2명 발생. 목포 미래병원 1층 접수실 10월 7일 16:30~18:00, 목포 중앙병원 10월 7일 18:00부터 ",PD
"[사상구청] 사상구 코로나19 확진자 발생(10월8일 확진자의 가족), 역학조사 후 동선 있을시 공개예정이오니 손씻기, 마스크착용 등 방역수칙 준수바랍니다. ",PD
[무안군청] 인근지역 코로나19 확진자 관련 접촉자 추가확진. 타지 방문을 자제하고 휴일 다중이용시설 방문 시 마스크착용 등 방역수칙을 준수하시기 바랍니다. ,PD
[고양시청]코로나19 확진자 1명 발생▶412번(일산동 거주) [홈페이지] [카카오톡 고양시 채널] https://han.gl/iMmgw 참조 바랍니다. ,PD
[마포구청] 코로나19 확진자발생. 상세정보는 홈페이지 및 블로그 참고바랍니다. blog.naver.com/prmapo77 ,PD
[함평군청] 코로나19 고리를 끊기 위한 나의 실천 관광지 등 다중이 모인 곳에서는 꼭 마스크를 착용합시다. 유증상시 보건소 선별진료소 상담 바랍니다. ,PD
[용산구청]코로나 128번째 확진자 발생. 역학조사중. 확진자 이동경로는 홈페이지 및 블로그를 참고 바랍니다. blog.naver.com/ysnblog ,PD
"[부천시청] 코로나19 확진자 1명 발생[심곡본동 거주] 역학조사중, 자택 및 인근지역 방역소독 완료 blog.naver.com/bucheon-city ",PD
"[송파구청]10.9(금) 17시30분 현재 코로나19확진자 3명 추가발생, 역학조사 진행중. 세부내용은 홈페이지(songpa.go.kr)를 참고바랍니다. ",PD
[의정부시청]코로나19 확진자 11명(211번~221번)발생【호원2동 마스터플러스병원】 확진자 동선 등은 시 홈페이지 및 블로그에 공개할 예정입니다. ,PD
"[경주시청] 마스크가 최고의 백신입니다. 관광·행사·모임 자제 / 마스크 착용, 손 씻기 등 방역수칙 준수 / 코로나19 유증상시 반드시 보건소 상담 바랍니다. ",PD
[경기도청]10.2. 12:20~14:00 어촌횟집(평택시 현덕면 서동대로75) 방문자는 증상관계없이 인근보건소에서 코로나19 검사바랍니다. ,PD
"[안성시청] 코로나19 안성시31번 확진자 발생 해외입국외국인으로 자가격리 중 10.10. 확진, 역학조사에 따라 동선 및 접촉자정보는 홈페이지에 공개예정입니다. ",PD
"[강진군청]코로나19 청정지역인 강진군을 계속 유지하기위해 타지역 방문,여행,모임을 자제하고,실내.외 항상 마스크 착용,사람간 접촉 최소화등 방역수칙 준수바랍니다 ",PD
"[고창군청] 내일까지 코로나19 추석특별방역 기간입니다. ▲타 지역 및 다중이용시설 방문자제 ▲마스크 쓰기, 손씻기, 거리두기 등 방역 수칙을 준수 바랍니다. ",PD
"[예산군청]코로나19로부터 우리를 지키는 소중하고 확실한 행동수칙/밀폐,밀집, 밀접 확 피하고/거리를 확 띄우고/어디서나 마스크 확 쓰고/비누로 확 씻어주세요! ",PD
"[순창군청]마스크가 최고의 백신입니다.▲관광·행사·모임 자제▲마스크 착용, 손씻기 등 방역수칙 준수▲코로나19 유증상시 반드시 보건의료원 선별진료소 상담바랍니다. ",PD
